n	series	time
32	x86_64	4378.0170195905885
64	x86_64	8129.528476167368
128	x86_64	15320.473273931315
256	x86_64	30302.42213661761
512	x86_64	59155.691508088166
1024	x86_64	116789.56754532254
2048	x86_64	232174.2252072367
4096	x86_64	463087.795499835
8192	x86_64	925244.8293669398
16384	x86_64	1851316.5820093094
32768	x86_64	3700026.613760249
65536	x86_64	7405399.574441191
131072	x86_64	14801023.021294547
262144	x86_64	29646692.666725963
524288	x86_64	59715068.66656759
1048576	x86_64	129431788.80013874
32	riscv64	11739.423662317653
64	riscv64	21058.196165151876
128	riscv64	39179.0212931914
256	riscv64	76267.50342193182
512	riscv64	148955.3433272351
1024	riscv64	294522.07709560875
2048	riscv64	585260.1518192051
4096	riscv64	1167449.156443278
8192	riscv64	2333302.4978637695
16384	riscv64	4667088.190714519
32768	riscv64	9329652.786254883
65536	riscv64	18643711.742601898
131072	riscv64	37296935.13167532
262144	riscv64	74597597.12219238
524288	riscv64	149212121.96350098
1048576	riscv64	310246944.42749023
