n	series	time
32	x86_64	4168.993061176846
64	x86_64	7736.4328432467755
128	x86_64	14564.166112241774
256	x86_64	28827.81151665317
512	x86_64	56276.23524189774
1024	x86_64	111069.4203677164
2048	x86_64	220690.5067805579
4096	x86_64	440333.27924481913
8192	x86_64	879566.1748435976
16384	x86_64	1760019.449748645
32768	x86_64	3515314.8593012495
65536	x86_64	7028020.191912697
131072	x86_64	14050182.360006146
262144	x86_64	28155413.12011192
524288	x86_64	56695116.69223608
1048576	x86_64	123474848.83321159
32	riscv64	10133.162886098726
64	riscv64	17805.265478762885
128	riscv64	32654.82959357769
256	riscv64	63218.45749350398
512	riscv64	122831.0331322835
1024	riscv64	241955.51995957282
2048	riscv64	480547.78256805777
4096	riscv64	956988.0740890086
8192	riscv64	1912138.5011516633
16384	riscv64	3819813.493822442
32768	riscv64	7636277.57196841
65536	riscv64	15257679.897805918
131072	riscv64	30528327.693109926
262144	riscv64	61015432.531183414
524288	riscv64	122079292.93314616
1048576	riscv64	256097555.16052246
