n	series	time
32	O0	41841.909188727645
64	O0	73144.22550979735
128	O0	132700.5659842117
256	O0	258817.73569453895
512	O0	497727.22940391843
1024	O0	975528.0153415342
2048	O0	1931731.4585632076
4096	O0	3841944.1648379634
8192	O0	7662140.670308273
16384	O0	15298845.630399149
32768	O0	30536369.521660555
65536	O0	61086376.45460972
131072	O0	122469271.83332445
262144	O0	246086376.6670324
524288	O0	490859206.0000956
1048576	O0	979883274.0016223
32	O3	6075.111529553259
64	O3	9845.678638393181
128	O3	16760.35768368919
256	O3	31273.642618293343
512	O3	59019.66416886084
1024	O3	114666.41635307706
2048	O3	225844.73109383826
4096	O3	448440.2988294544
8192	O3	897421.2866563064
16384	O3	1788798.500509823
32768	O3	3587200.702765049
65536	O3	7165388.18515077
131072	O3	14285335.735398896
262144	O3	28519287.109375
524288	O3	57020147.64149984
1048576	O3	125430186.58955891
32	O3-openmp	6021.557909159868
64	O3-openmp	9670.230581923477
128	O3-openmp	16464.613369987957
256	O3-openmp	30762.512361228153
512	O3-openmp	58226.28860486329
1024	O3-openmp	112683.76152296572
2048	O3-openmp	221776.6600063221
4096	O3-openmp	440320.77693459974
8192	O3-openmp	878262.6393444855
16384	O3-openmp	1757484.584597487
32768	O3-openmp	3521703.595492109
65536	O3-openmp	7024650.573730469
131072	O3-openmp	14030508.995056152
262144	O3-openmp	27975769.04296875
524288	O3-openmp	55620413.56013371
1048576	O3-openmp	123008926.709493
