n	series	time
32	O0	43379.05564161318
64	O0	76324.30845722575
128	O0	138664.11681856576
256	O0	269355.4086895492
512	O0	518773.1869432827
1024	O0	1019644.8323603583
2048	O0	2019151.1820816377
4096	O0	4015018.7356295814
8192	O0	8008897.494253417
16384	O0	15986931.113647271
32768	O0	31917778.909039702
65536	O0	63969159.81829145
131072	O0	128063074.00023797
262144	O0	256060048.99964318
524288	O0	518020506.99916434
1048576	O0	1040072468.0002896
32	O3	6169.028013705154
64	O3	10071.412749363104
128	O3	17227.44817963987
256	O3	32212.94306901434
512	O3	60972.728118046114
1024	O3	118609.66743038702
2048	O3	233782.71537378142
4096	O3	464195.2818205249
8192	O3	928921.4718563171
16384	O3	1853472.9720423461
32768	O3	3718155.4956639064
65536	O3	7422827.659769261
131072	O3	14785168.018746883
262144	O3	29507994.651794434
524288	O3	58959464.23212687
1048576	O3	129231166.83959961
32	O3-openmp	6061.2394898163675
64	O3-openmp	9810.526831530375
128	O3-openmp	16861.461116596416
256	O3-openmp	31621.44839419106
512	O3-openmp	59922.502213653774
1024	O3-openmp	116224.39019317729
2048	O3-openmp	228888.4586758084
4096	O3-openmp	453749.030577387
8192	O3-openmp	905740.1531263897
16384	O3-openmp	1814633.4534482018
32768	O3-openmp	3634859.2432051743
65536	O3-openmp	7228040.20360573
131072	O3-openmp	14433215.061823526
262144	O3-openmp	28974900.643030804
524288	O3-openmp	57862500.34968058
1048576	O3-openmp	127540469.1696167
