n	series	time
32	O0	40251.49915514402
64	O0	63295.912764036
128	O0	108450.41823113101
256	O0	198477.39641561278
512	O0	377368.90128258104
1024	O0	735224.356556239
2048	O0	1447899.2129757197
4096	O0	2948476.679654301
8192	O0	5922865.059416173
16384	O0	11737673.969592078
32768	O0	23617370.923360188
65536	O0	48460531.23474121
131072	O0	96988950.45689175
262144	O0	192342579.3647766
524288	O0	386679649.35302734
1048576	O0	769343614.5782471
32	O3	8704.035372915387
64	O3	14884.028470032636
128	O3	26972.769441306176
256	O3	51879.70932704743
512	O3	100169.56069935366
1024	O3	196820.53605391466
2048	O3	389868.00773637596
4096	O3	784333.9750929981
8192	O3	1630574.6034134266
16384	O3	3176589.896776018
32768	O3	6327245.452187278
65536	O3	12240805.796214512
131072	O3	24488525.73122297
262144	O3	49760873.501117416
524288	O3	100001777.92140415
1048576	O3	204368750.25431314
32	O3-openmp	8709.208616686383
64	O3-openmp	14840.760942098133
128	O3-openmp	26885.083655956874
256	O3-openmp	51810.11924811449
512	O3-openmp	100084.06059254221
1024	O3-openmp	196487.48939036654
2048	O3-openmp	389853.2725123892
4096	O3-openmp	782986.103754161
8192	O3-openmp	1624198.6347738386
16384	O3-openmp	3240135.104157204
32768	O3-openmp	6330958.279696378
65536	O3-openmp	12353654.418672834
131072	O3-openmp	24687562.670026507
262144	O3-openmp	50017815.36982609
524288	O3-openmp	101030520.03043039
1048576	O3-openmp	204993089.04012045
