n	series	time
32	GCC	8709.208616686383
64	GCC	14840.760942098133
128	GCC	26885.083655956874
256	GCC	51810.11924811449
512	GCC	100084.06059254221
1024	GCC	196487.48939036654
2048	GCC	389853.2725123892
4096	GCC	782986.103754161
8192	GCC	1624198.6347738386
16384	GCC	3240135.104157204
32768	GCC	6330958.279696378
65536	GCC	12353654.418672834
131072	GCC	24687562.670026507
262144	GCC	50017815.36982609
524288	GCC	101030520.03043039
1048576	GCC	204993089.04012045
32	Clang	4270.485073296719
64	Clang	6628.976745125451
128	Clang	10896.38237337167
256	Clang	19948.917341853194
512	Clang	37047.08577135933
1024	Clang	70909.02478303229
2048	Clang	138949.25020024474
4096	Clang	282614.35152304295
8192	Clang	629552.0909512826
16384	Clang	1250329.1879381451
32768	Clang	2487703.418055325
65536	Clang	4957352.969663363
131072	Clang	9925954.682486398
262144	Clang	19994653.974260602
524288	Clang	40594479.61695054
1048576	Clang	81764072.17979431
