n	series	time
32	GCC	11739.423662317653
64	GCC	21058.196165151876
128	GCC	39179.0212931914
256	GCC	76267.50342193182
512	GCC	148955.3433272351
1024	GCC	294522.07709560875
2048	GCC	585260.1518192051
4096	GCC	1167449.156443278
8192	GCC	2333302.4978637695
16384	GCC	4667088.190714519
32768	GCC	9329652.786254883
65536	GCC	18643711.742601898
131072	GCC	37296935.13167532
262144	GCC	74597597.12219238
524288	GCC	149212121.96350098
1048576	GCC	310246944.42749023
32	Clang	6319.384485763707
64	Clang	10705.309253740701
128	Clang	18938.352588811114
256	Clang	35962.326194790614
512	Clang	68904.96341518022
1024	Clang	134461.39355229627
2048	Clang	265797.52236310515
4096	Clang	529309.9229332189
8192	Clang	1051660.0565867382
16384	Clang	2104026.7772502727
32768	Clang	4200302.912089639
65536	Clang	8389435.618756765
131072	Clang	16769386.473156158
262144	Clang	33511888.413202196
524288	Clang	67027115.82183838
1048576	Clang	145677900.31433105
