n	series	time
32	GCC	8983.898820075543
64	GCC	15708.176308169077
128	GCC	28711.796980397048
256	GCC	55428.97573552683
512	GCC	107369.62552633109
1024	GCC	211090.86474561534
2048	GCC	418765.69318999513
4096	GCC	833979.0962592069
8192	GCC	1664414.8599533807
16384	GCC	3329490.479968843
32768	GCC	6645395.642235165
65536	GCC	13329212.482158955
131072	GCC	26655747.34027569
262144	GCC	53365927.476149336
524288	GCC	109723295.48427036
1048576	GCC	225845416.3869222
32	Clang	4465.9504628140885
64	Clang	7056.347649603971
128	Clang	11686.18270006225
256	Clang	21560.29407674942
512	Clang	40250.11127318845
1024	Clang	77373.30539487697
2048	Clang	151693.3945598557
4096	Clang	300400.1476692059
8192	Clang	599934.0802660944
16384	Clang	1202348.639203616
32768	Clang	2402033.70786693
65536	Clang	4788170.122120478
131072	Clang	9564556.487619061
262144	Clang	19118702.089464344
524288	Clang	38328912.52305773
1048576	Clang	88460624.21798706
