n	series	time
32	O0	39266.35456905618
64	O0	69900.40803520507
128	O0	130740.23789995252
256	O0	253069.49095526373
512	O0	497707.0839257476
1024	O0	986833.3718336095
2048	O0	1968276.0812378528
4096	O0	3931368.589874591
8192	O0	7855746.089855243
16384	O0	15704618.111097563
32768	O0	31437777.181715563
65536	O0	62925732.090992495
131072	O0	125515170.00004727
262144	O0	251544446.6674429
524288	O0	504960370.9994699
1048576	O0	1014602563.9987783
32	O3	5126.894009667992
64	O3	9411.40634912266
128	O3	17631.065031424245
256	O3	34696.2092930316
512	O3	67706.72375410014
1024	O3	133787.78631517987
2048	O3	266245.7732982838
4096	O3	530024.8089459203
8192	O3	1059603.1075802979
16384	O3	2118227.3413914395
32768	O3	4230581.751515715
65536	O3	8456020.542183409
131072	O3	16902803.146388955
262144	O3	33863035.5715092
524288	O3	68114441.1999412
1048576	O3	146260282.00000292
32	O3-openmp	5081.128050479179
64	O3-openmp	9288.505521212031
128	O3-openmp	17516.471909583022
256	O3-openmp	34343.628047268765
512	O3-openmp	66875.27560178503
1024	O3-openmp	131986.1949110019
2048	O3-openmp	262347.85425254935
4096	O3-openmp	522928.4040332479
8192	O3-openmp	1045735.6158456547
16384	O3-openmp	2094585.5568913
32768	O3-openmp	4181836.550900382
65536	O3-openmp	8344438.428572348
131072	O3-openmp	16681633.547618514
262144	O3-openmp	35075538.28569057
524288	O3-openmp	68226654.30008784
1048576	O3-openmp	146420624.4003435
