n	series	time
32	x86_64	4422.856617688377
64	x86_64	8002.265572475911
128	x86_64	14840.72495921253
256	x86_64	29113.157319190756
512	x86_64	56561.64727288985
1024	x86_64	111469.60888239631
2048	x86_64	221559.40284818236
4096	x86_64	440661.5242281909
8192	x86_64	879947.2402557203
16384	x86_64	1760261.9622225265
32768	x86_64	3517656.8442273205
65536	x86_64	7027750.888877874
131072	x86_64	14051663.299978826
262144	x86_64	28152639.479958452
524288	x86_64	56750508.23097431
1048576	x86_64	123329608.83334939
32	riscv64	6075.111529553259
64	riscv64	9845.678638393181
128	riscv64	16760.35768368919
256	riscv64	31273.642618293343
512	riscv64	59019.66416886084
1024	riscv64	114666.41635307706
2048	riscv64	225844.73109383826
4096	riscv64	448440.2988294544
8192	riscv64	897421.2866563064
16384	riscv64	1788798.500509823
32768	riscv64	3587200.702765049
65536	riscv64	7165388.18515077
131072	riscv64	14285335.735398896
262144	riscv64	28519287.109375
524288	riscv64	57020147.64149984
1048576	riscv64	125430186.58955891
