n	series	time
32	x86_64	3573.7734429165266
64	x86_64	6402.961083313175
128	x86_64	11724.189438466205
256	x86_64	22990.451349236762
512	x86_64	44392.804236128126
1024	x86_64	87276.64356928194
2048	x86_64	173070.42062303462
4096	x86_64	344493.4099418136
8192	x86_64	688503.8602362558
16384	x86_64	1375871.2514792616
32768	x86_64	2751758.7598516354
65536	x86_64	5496752.913382434
131072	x86_64	10986656.285702279
262144	x86_64	22032941.437487353
524288	x86_64	44468955.93764566
1048576	x86_64	99053052.42864415
32	riscv64	4479.762912502709
64	riscv64	7131.019141970784
128	riscv64	11827.571626813276
256	riscv64	21934.33764044371
512	riscv64	40818.255716265936
1024	riscv64	78547.06105795458
2048	riscv64	153603.66782782134
4096	riscv64	304267.6976223398
8192	riscv64	606506.314628568
16384	riscv64	1210815.571829599
32768	riscv64	2422724.628118495
65536	riscv64	4831447.272465147
131072	riscv64	9645899.681195822
262144	riscv64	19272883.733113606
524288	riscv64	38465009.795294866
1048576	riscv64	88677674.53193665
