n	series	time
32	x86_64	3249.269429070437
64	x86_64	5715.055759319673
128	x86_64	10441.03439066801
256	x86_64	20334.425670976438
512	x86_64	39073.94909857998
1024	x86_64	76628.58296769291
2048	x86_64	151729.22523315623
4096	x86_64	308704.77591598267
8192	x86_64	672317.8828051931
16384	x86_64	1339149.430207919
32768	x86_64	2672805.6221332834
65536	x86_64	5354775.676935857
131072	x86_64	10700305.400006562
262144	x86_64	21572829.156298213
524288	x86_64	43831319.06251947
1048576	x86_64	88386932.25015959
32	riscv64	4295.428205651168
64	riscv64	6691.8620242064
128	riscv64	10984.010362346235
256	riscv64	20196.07999474231
512	riscv64	37320.30743733347
1024	riscv64	71587.54939547296
2048	riscv64	140030.59057551256
4096	riscv64	284862.0719428367
8192	riscv64	634100.7740601249
16384	riscv64	1260040.9018026816
32768	riscv64	2501265.491758074
65536	riscv64	4986526.284899031
131072	riscv64	9947759.764535086
262144	riscv64	20078808.920724053
524288	riscv64	40754542.63126149
1048576	riscv64	82116156.81648254
