n	series	time
32	x86_64	40978.76958873359
64	x86_64	71612.74104430772
128	x86_64	132558.26889674258
256	x86_64	254656.76701797143
512	x86_64	497965.3153038216
1024	x86_64	984852.5218005995
2048	x86_64	1957660.2234586738
4096	x86_64	3904859.3296165713
8192	x86_64	7800316.56666122
16384	x86_64	15581252.35549394
32768	x86_64	30722154.869695455
65536	x86_64	61501247.09099393
131072	x86_64	122875830.33321424
262144	x86_64	245190546.99946234
524288	x86_64	490625834.4999515
1048576	x86_64	990290485.0023333
32	riscv64	49630.49359167667
64	riscv64	80093.92571897065
128	riscv64	140429.88359688755
256	riscv64	263084.69177635876
512	riscv64	503172.5697952128
1024	riscv64	984301.3380880409
2048	riscv64	1944160.4614257812
4096	riscv64	3858023.585535545
8192	riscv64	7677683.463463416
16384	riscv64	15318170.837734057
32768	riscv64	30710313.631140668
65536	riscv64	61126730.65879128
131072	riscv64	122903545.6975301
262144	riscv64	245414574.94099936
524288	riscv64	491917252.5405884
1048576	riscv64	980428934.09729
