n	series	time
32	x86_64	42921.86637643519
64	x86_64	75279.70362374205
128	x86_64	139855.90565654138
256	x86_64	269239.4700002646
512	x86_64	527137.9397120085
1024	x86_64	1043224.1609526157
2048	x86_64	2073733.5976291054
4096	x86_64	4136167.254453744
8192	x86_64	8268199.564704178
16384	x86_64	16511871.595260648
32768	x86_64	33006473.238076847
65536	x86_64	66043625.545386344
131072	x86_64	133641346.59932461
262144	x86_64	264228340.00065148
524288	x86_64	529391117.0010688
1048576	x86_64	1065896240.9979722
32	riscv64	51503.68035024601
64	riscv64	82844.18354844094
128	riscv64	144932.47691976232
256	riscv64	273023.0814556605
512	riscv64	522929.4567364748
1024	riscv64	1022264.0350787309
2048	riscv64	2005597.1866430237
4096	riscv64	3972129.388289018
8192	riscv64	7916000.451934472
16384	riscv64	15801164.236935703
32768	riscv64	31506159.088828348
65536	riscv64	62942916.69672186
131072	riscv64	125997543.33496094
262144	riscv64	252934694.29016113
524288	riscv64	506420373.916626
1048576	riscv64	1029054164.8864746
