n	series	time
32	x86_64	31737.266712220237
64	x86_64	54869.38623568719
128	x86_64	100727.72585992469
256	x86_64	193126.16110305654
512	x86_64	376773.7804088446
1024	x86_64	743846.7513291647
2048	x86_64	1477591.5611830647
4096	x86_64	2966504.405070399
8192	x86_64	5972405.880323709
16384	x86_64	11943566.32204598
32768	x86_64	23910163.344759174
65536	x86_64	47942635.79994246
131072	x86_64	95859323.71451886
262144	x86_64	192173518.9998799
524288	x86_64	395579137.0008228
1048576	x86_64	792364595.9999703
32	riscv64	40251.49915514402
64	riscv64	63295.912764036
128	riscv64	108450.41823113101
256	riscv64	198477.39641561278
512	riscv64	377368.90128258104
1024	riscv64	735224.356556239
2048	riscv64	1447899.2129757197
4096	riscv64	2948476.679654301
8192	riscv64	5922865.059416173
16384	riscv64	11737673.969592078
32768	riscv64	23617370.923360188
65536	riscv64	48460531.23474121
131072	riscv64	96988950.45689175
262144	riscv64	192342579.3647766
524288	riscv64	386679649.35302734
1048576	riscv64	769343614.5782471
