n	series	time
32	GCC	4378.0170195905885
64	GCC	8129.528476167368
128	GCC	15320.473273931315
256	GCC	30302.42213661761
512	GCC	59155.691508088166
1024	GCC	116789.56754532254
2048	GCC	232174.2252072367
4096	GCC	463087.795499835
8192	GCC	925244.8293669398
16384	GCC	1851316.5820093094
32768	GCC	3700026.613760249
65536	GCC	7405399.574441191
131072	GCC	14801023.021294547
262144	GCC	29646692.666725963
524288	GCC	59715068.66656759
1048576	GCC	129431788.80013874
32	Clang	4497.975559953263
64	Clang	8154.876031513777
128	Clang	15265.691404816394
256	Clang	29743.17436478
512	Clang	56972.55041022867
1024	Clang	112196.3972758376
2048	Clang	222840.2750406878
4096	Clang	443874.59035966656
8192	Clang	886895.6666667217
16384	Clang	1772604.9974704336
32768	Clang	3545452.1218391885
65536	Clang	7089815.214292648
131072	Clang	14186885.285699664
262144	Clang	28427959.280088544
524288	Clang	57307467.00010058
1048576	Clang	124671507.83292407
