n	series	time
32	GCC	3055.900898953985
64	GCC	5552.999206233948
128	GCC	10256.59412600708
256	GCC	20205.232756236546
512	GCC	39074.61738110211
1024	GCC	76702.10552279672
2048	GCC	151985.8838225794
4096	GCC	309233.161731861
8192	GCC	675323.6425112301
16384	GCC	1347143.1346190982
32768	GCC	2685827.22605186
65536	GCC	5385676.612414225
131072	GCC	10756144.246149164
262144	GCC	21687367.09370478
524288	GCC	43980699.8124368
1048576	GCC	88579163.37501593
32	Clang	3254.5153453376643
64	Clang	5696.580709531108
128	Clang	10422.978270561996
256	Clang	20343.064361516383
512	Clang	39084.405103632576
1024	Clang	76562.53527287356
2048	Clang	151690.6894239468
4096	Clang	301732.87500004115
8192	Clang	602295.8605860653
16384	Clang	1341346.3180085311
32768	Clang	2679337.4827704113
65536	Clang	5358077.307671639
131072	Clang	10792099.061542941
262144	Clang	21581050.21874235
524288	Clang	43754640.43732791
1048576	Clang	88291122.1251561
