n	series	time
32	GCC	4168.993061176846
64	GCC	7736.4328432467755
128	GCC	14564.166112241774
256	GCC	28827.81151665317
512	GCC	56276.23524189774
1024	GCC	111069.4203677164
2048	GCC	220690.5067805579
4096	GCC	440333.27924481913
8192	GCC	879566.1748435976
16384	GCC	1760019.449748645
32768	GCC	3515314.8593012495
65536	GCC	7028020.191912697
131072	GCC	14050182.360006146
262144	GCC	28155413.12011192
524288	GCC	56695116.69223608
1048576	GCC	123474848.83321159
32	Clang	4446.133024514666
64	Clang	8035.680986061403
128	Clang	14974.46956281207
256	Clang	28926.77188309555
512	Clang	55679.28488446555
1024	Clang	109582.35754569717
2048	Clang	217520.69919194153
4096	Clang	433135.64975226717
8192	Clang	865403.5197993142
16384	Clang	1731688.8886150739
32768	Clang	3458841.2722814158
65536	Clang	6925360.504958529
131072	Clang	13832759.000069927
262144	Clang	27705041.320004962
524288	Clang	55919941.461559996
1048576	Clang	121661118.33357717
