n	series	time
32	GCC	40978.76958873359
64	GCC	71612.74104430772
128	GCC	132558.26889674258
256	GCC	254656.76701797143
512	GCC	497965.3153038216
1024	GCC	984852.5218005995
2048	GCC	1957660.2234586738
4096	GCC	3904859.3296165713
8192	GCC	7800316.56666122
16384	GCC	15581252.35549394
32768	GCC	30722154.869695455
65536	GCC	61501247.09099393
131072	GCC	122875830.33321424
262144	GCC	245190546.99946234
524288	GCC	490625834.4999515
1048576	GCC	990290485.0023333
32	Clang	37515.93423016881
64	Clang	66688.54578359732
128	Clang	125081.10345470828
256	Clang	242284.51002775956
512	Clang	475163.82472701446
1024	Clang	942482.2140000664
2048	Clang	1877621.5361897056
4096	Clang	3748688.604288148
8192	Clang	7495816.580656107
16384	Clang	14991886.297874326
32768	Clang	29985668.565211162
65536	Clang	59910273.916708924
131072	Clang	119701598.49988705
262144	Clang	239358803.99949384
524288	Clang	481392855.50132626
1048576	Clang	965084807.0014036
