n	series	time
32	GCC	35910.20041063712
64	GCC	61601.48011767712
128	GCC	113336.66947545868
256	GCC	217688.1436574588
512	GCC	425232.3207770005
1024	GCC	840129.158463447
2048	GCC	1670200.0453442626
4096	GCC	3330954.3333286587
8192	GCC	6644149.142846886
16384	GCC	13278043.849085115
32768	GCC	26530587.499879543
65536	GCC	53044409.615652576
131072	GCC	108486714.83351307
262144	GCC	217038139.33345374
524288	GCC	437214851.50126684
1048576	GCC	878139529.0025102
32	Clang	32379.58149320788
64	Clang	57406.45437417111
128	Clang	107271.81147687175
256	Clang	207359.50326713797
512	Clang	406470.8446389557
1024	Clang	805789.7551737567
2048	Clang	1603770.1784844352
4096	Clang	3200482.589045973
8192	Clang	6396289.545459282
16384	Clang	12776264.472764028
32768	Clang	25550981.25918044
65536	Clang	51059563.57147079
131072	Clang	102183773.85691772
262144	Clang	204376996.99929604
524288	Clang	411134795.5004021
1048576	Clang	823973010.9999073
