n	series	time
32	GCC	42921.86637643519
64	GCC	75279.70362374205
128	GCC	139855.90565654138
256	GCC	269239.4700002646
512	GCC	527137.9397120085
1024	GCC	1043224.1609526157
2048	GCC	2073733.5976291054
4096	GCC	4136167.254453744
8192	GCC	8268199.564704178
16384	GCC	16511871.595260648
32768	GCC	33006473.238076847
65536	GCC	66043625.545386344
131072	GCC	133641346.59932461
262144	GCC	264228340.00065148
524288	GCC	529391117.0010688
1048576	GCC	1065896240.9979722
32	Clang	39266.35456905618
64	Clang	69900.40803520507
128	Clang	130740.23789995252
256	Clang	253069.49095526373
512	Clang	497707.0839257476
1024	Clang	986833.3718336095
2048	Clang	1968276.0812378528
4096	Clang	3931368.589874591
8192	Clang	7855746.089855243
16384	Clang	15704618.111097563
32768	Clang	31437777.181715563
65536	Clang	62925732.090992495
131072	Clang	125515170.00004727
262144	Clang	251544446.6674429
524288	Clang	504960370.9994699
1048576	Clang	1014602563.9987783
