n	series	time
32	GCC	31737.266712220237
64	GCC	54869.38623568719
128	GCC	100727.72585992469
256	GCC	193126.16110305654
512	GCC	376773.7804088446
1024	GCC	743846.7513291647
2048	GCC	1477591.5611830647
4096	GCC	2966504.405070399
8192	GCC	5972405.880323709
16384	GCC	11943566.32204598
32768	GCC	23910163.344759174
65536	GCC	47942635.79994246
131072	GCC	95859323.71451886
262144	GCC	192173518.9998799
524288	GCC	395579137.0008228
1048576	GCC	792364595.9999703
32	Clang	29275.91252054162
64	Clang	51651.949911239586
128	Clang	96392.22620723465
256	Clang	186082.3684353045
512	Clang	364891.8427074932
1024	Clang	721469.7492284586
2048	Clang	1437445.297744687
4096	Clang	2873430.3032848164
8192	Clang	5794777.132228954
16384	Clang	11576571.549994698
32768	Clang	23141371.499999274
65536	Clang	46239486.53340146
131072	Clang	92504743.00006317
262144	Clang	185505662.7491649
524288	Clang	373620309.50134796
1048576	Clang	744212607.0018276
