n	series	time
32	GCC	52907.60982614594
64	GCC	95049.35675547496
128	GCC	177926.11896246925
256	GCC	344656.9423632968
512	GCC	678058.1027126665
1024	GCC	1342753.763911122
2048	GCC	2670982.251908983
4096	GCC	5334146.534349771
8192	GCC	10665457.63635738
16384	GCC	21318515.03024033
32768	GCC	42657019.93745097
65536	GCC	85295863.62510599
131072	GCC	172198434.9997001
262144	GCC	348190712.50058186
524288	GCC	695626407.9999528
1048576	GCC	1395960046.0002549
32	Clang	50526.594432302416
64	Clang	92116.29489885585
128	Clang	174900.82737908032
256	Clang	341648.1755241599
512	Clang	674598.6258426973
1024	Clang	1340218.883359849
2048	Clang	2672511.1068651844
4096	Clang	5344416.106882672
8192	Clang	10686176.469706962
16384	Clang	21376977.181772057
32768	Clang	42733528.68744951
65536	Clang	85410317.62524654
131072	Clang	171392581.7502968
262144	Clang	341635740.50035095
524288	Clang	684400554.0006037
1048576	Clang	1382070594.9983675
