n	series	time
32	O0	40978.76958873359
64	O0	71612.74104430772
128	O0	132558.26889674258
256	O0	254656.76701797143
512	O0	497965.3153038216
1024	O0	984852.5218005995
2048	O0	1957660.2234586738
4096	O0	3904859.3296165713
8192	O0	7800316.56666122
16384	O0	15581252.35549394
32768	O0	30722154.869695455
65536	O0	61501247.09099393
131072	O0	122875830.33321424
262144	O0	245190546.99946234
524288	O0	490625834.4999515
1048576	O0	990290485.0023333
32	O3	4210.708181855227
64	O3	7831.620908030413
128	O3	14714.64710588067
256	O3	29030.89487208617
512	O3	56659.32168264963
1024	O3	111771.68880742117
2048	O3	221983.8163062857
4096	O3	442253.84659062047
8192	O3	882824.6343033762
16384	O3	1765532.4747484159
32768	O3	3528210.368673135
65536	O3	7043975.94951172
131072	O3	14087751.359984396
262144	O3	28251954.95999651
524288	O3	56959726.92326625
1048576	O3	123787357.5003808
32	O3-openmp	4168.993061176846
64	O3-openmp	7736.4328432467755
128	O3-openmp	14564.166112241774
256	O3-openmp	28827.81151665317
512	O3-openmp	56276.23524189774
1024	O3-openmp	111069.4203677164
2048	O3-openmp	220690.5067805579
4096	O3-openmp	440333.27924481913
8192	O3-openmp	879566.1748435976
16384	O3-openmp	1760019.449748645
32768	O3-openmp	3515314.8593012495
65536	O3-openmp	7028020.191912697
131072	O3-openmp	14050182.360006146
262144	O3-openmp	28155413.12011192
524288	O3-openmp	56695116.69223608
1048576	O3-openmp	123474848.83321159
