n	series	time
32	GCC	11670.542667054808
64	GCC	20978.774447470292
128	GCC	39076.04780710193
256	GCC	76073.2948100159
512	GCC	148565.25959859366
1024	GCC	294297.2590917314
2048	GCC	583151.8931368904
4096	GCC	1163057.7969670098
8192	GCC	2330388.7376753595
16384	GCC	4643615.507921636
32768	GCC	9289735.158284506
65536	GCC	18567750.32846551
131072	GCC	37035640.91732627
262144	GCC	76040532.85386828
524288	GCC	148127269.74487305
1048576	GCC	307885766.0293579
32	Clang	6330.397467048677
64	Clang	10787.918823746486
128	Clang	19042.8666150928
256	Clang	36245.1029245876
512	Clang	69332.62319614859
1024	Clang	135673.2425002431
2048	Clang	267954.7449660128
4096	Clang	533126.2605919685
8192	Clang	1064084.9458410384
16384	Clang	2127624.934929845
32768	Clang	4257926.126805748
65536	Clang	8507013.320922852
131072	Clang	17000256.515130766
262144	Clang	33986295.97255162
524288	Clang	67911601.06658936
1048576	Clang	147310638.42773438
