n	series	time
32	GCC	8704.035372915387
64	GCC	14884.028470032636
128	GCC	26972.769441306176
256	GCC	51879.70932704743
512	GCC	100169.56069935366
1024	GCC	196820.53605391466
2048	GCC	389868.00773637596
4096	GCC	784333.9750929981
8192	GCC	1630574.6034134266
16384	GCC	3176589.896776018
32768	GCC	6327245.452187278
65536	GCC	12240805.796214512
131072	GCC	24488525.73122297
262144	GCC	49760873.501117416
524288	GCC	100001777.92140415
1048576	GCC	204368750.25431314
32	Clang	4295.428205651168
64	Clang	6691.8620242064
128	Clang	10984.010362346235
256	Clang	20196.07999474231
512	Clang	37320.30743733347
1024	Clang	71587.54939547296
2048	Clang	140030.59057551256
4096	Clang	284862.0719428367
8192	Clang	634100.7740601249
16384	Clang	1260040.9018026816
32768	Clang	2501265.491758074
65536	Clang	4986526.284899031
131072	Clang	9947759.764535086
262144	Clang	20078808.920724053
524288	Clang	40754542.63126149
1048576	Clang	82116156.81648254
