n	series	time
32	GCC	8954.880887650144
64	GCC	15665.875397242486
128	GCC	28677.698164412384
256	GCC	55438.354239546534
512	GCC	107135.10976197654
1024	GCC	211083.00517739265
2048	GCC	417509.3636583926
4096	GCC	831854.8962278967
8192	GCC	1661409.6989563857
16384	GCC	3317465.714368775
32768	GCC	6622449.407037699
65536	GCC	13246023.430014556
131072	GCC	26542370.13596755
262144	GCC	53050499.69599797
524288	GCC	109218972.06987654
1048576	GCC	223953326.5431722
32	Clang	4479.762912502709
64	Clang	7131.019141970784
128	Clang	11827.571626813276
256	Clang	21934.33764044371
512	Clang	40818.255716265936
1024	Clang	78547.06105795458
2048	Clang	153603.66782782134
4096	Clang	304267.6976223398
8192	Clang	606506.314628568
16384	Clang	1210815.571829599
32768	Clang	2422724.628118495
65536	Clang	4831447.272465147
131072	Clang	9645899.681195822
262144	Clang	19272883.733113606
524288	Clang	38465009.795294866
1048576	Clang	88677674.53193665
