n	series	time
32	GCC	10654.129688037046
64	GCC	18992.52424260314
128	GCC	35271.453876637555
256	GCC	68783.93549897142
512	GCC	133424.65477428216
1024	GCC	264459.1661142681
2048	GCC	525373.2383430183
4096	GCC	1047573.0467699245
8192	GCC	2080400.0752312797
16384	GCC	4167957.418769069
32768	GCC	8339941.501617432
65536	GCC	16653475.307282947
131072	GCC	33315000.07992699
262144	GCC	66633527.92913263
524288	GCC	133292293.54858398
1048576	GCC	278506517.4102783
32	Clang	6169.028013705154
64	Clang	10071.412749363104
128	Clang	17227.44817963987
256	Clang	32212.94306901434
512	Clang	60972.728118046114
1024	Clang	118609.66743038702
2048	Clang	233782.71537378142
4096	Clang	464195.2818205249
8192	Clang	928921.4718563171
16384	Clang	1853472.9720423461
32768	Clang	3718155.4956639064
65536	Clang	7422827.659769261
131072	Clang	14785168.018746883
262144	Clang	29507994.651794434
524288	Clang	58959464.23212687
1048576	Clang	129231166.83959961
