n	series	time
32	GCC	49630.49359167667
64	GCC	80093.92571897065
128	GCC	140429.88359688755
256	GCC	263084.69177635876
512	GCC	503172.5697952128
1024	GCC	984301.3380880409
2048	GCC	1944160.4614257812
4096	GCC	3858023.585535545
8192	GCC	7677683.463463416
16384	GCC	15318170.837734057
32768	GCC	30710313.631140668
65536	GCC	61126730.65879128
131072	GCC	122903545.6975301
262144	GCC	245414574.94099936
524288	GCC	491917252.5405884
1048576	GCC	980428934.09729
32	Clang	41841.909188727645
64	Clang	73144.22550979735
128	Clang	132700.5659842117
256	Clang	258817.73569453895
512	Clang	497727.22940391843
1024	Clang	975528.0153415342
2048	Clang	1931731.4585632076
4096	Clang	3841944.1648379634
8192	Clang	7662140.670308273
16384	Clang	15298845.630399149
32768	Clang	30536369.521660555
65536	Clang	61086376.45460972
131072	Clang	122469271.83332445
262144	Clang	246086376.6670324
524288	Clang	490859206.0000956
1048576	Clang	979883274.0016223
