n	series	time
32	GCC	51503.68035024601
64	GCC	82844.18354844094
128	GCC	144932.47691976232
256	GCC	273023.0814556605
512	GCC	522929.4567364748
1024	GCC	1022264.0350787309
2048	GCC	2005597.1866430237
4096	GCC	3972129.388289018
8192	GCC	7916000.451934472
16384	GCC	15801164.236935703
32768	GCC	31506159.088828348
65536	GCC	62942916.69672186
131072	GCC	125997543.33496094
262144	GCC	252934694.29016113
524288	GCC	506420373.916626
1048576	GCC	1029054164.8864746
32	Clang	43379.05564161318
64	Clang	76324.30845722575
128	Clang	138664.11681856576
256	Clang	269355.4086895492
512	Clang	518773.1869432827
1024	Clang	1019644.8323603583
2048	Clang	2019151.1820816377
4096	Clang	4015018.7356295814
8192	Clang	8008897.494253417
16384	Clang	15986931.113647271
32768	Clang	31917778.909039702
65536	Clang	63969159.81829145
131072	Clang	128063074.00023797
262144	Clang	256060048.99964318
524288	Clang	518020506.99916434
1048576	Clang	1040072468.0002896
