n	series	time
32	GCC	63035.97494743366
64	GCC	106945.14864939211
128	GCC	195394.2868770934
256	GCC	377112.21386449813
512	GCC	729352.3292182755
1024	GCC	1434744.7506945725
2048	GCC	2843593.1942327237
4096	GCC	5640714.399276241
8192	GCC	11260740.218623992
16384	GCC	22486532.888104837
32768	GCC	44397532.93991089
65536	GCC	88445514.4405365
131072	GCC	176827967.16690063
262144	GCC	353447794.9142456
524288	GCC	710093736.6485596
1048576	GCC	1434133291.2445068
32	Clang	54218.93210215976
64	Clang	97755.41037450919
128	Clang	180911.40942002166
256	Clang	356401.7554652751
512	Clang	690848.3306922266
1024	Clang	1364086.7056527387
2048	Clang	2710845.9418614497
4096	Clang	5384674.376937956
8192	Clang	10795188.276936712
16384	Clang	21564929.545451324
32768	Clang	42864816.187602624
65536	Clang	86249815.25008479
131072	Clang	172104952.99968898
262144	Clang	346771599.4993341
524288	Clang	697523483.9992481
1048576	Clang	1404054390.000965
