n	series	time
32	x86_64	50526.594432302416
64	x86_64	92116.29489885585
128	x86_64	174900.82737908032
256	x86_64	341648.1755241599
512	x86_64	674598.6258426973
1024	x86_64	1340218.883359849
2048	x86_64	2672511.1068651844
4096	x86_64	5344416.106882672
8192	x86_64	10686176.469706962
16384	x86_64	21376977.181772057
32768	x86_64	42733528.68744951
65536	x86_64	85410317.62524654
131072	x86_64	171392581.7502968
262144	x86_64	341635740.50035095
524288	x86_64	684400554.0006037
1048576	x86_64	1382070594.9983675
32	riscv64	54218.93210215976
64	riscv64	97755.41037450919
128	riscv64	180911.40942002166
256	riscv64	356401.7554652751
512	riscv64	690848.3306922266
1024	riscv64	1364086.7056527387
2048	riscv64	2710845.9418614497
4096	riscv64	5384674.376937956
8192	riscv64	10795188.276936712
16384	riscv64	21564929.545451324
32768	riscv64	42864816.187602624
65536	riscv64	86249815.25008479
131072	riscv64	172104952.99968898
262144	riscv64	346771599.4993341
524288	riscv64	697523483.9992481
1048576	riscv64	1404054390.000965
