n	series	time
32	x86_64	29275.91252054162
64	x86_64	51651.949911239586
128	x86_64	96392.22620723465
256	x86_64	186082.3684353045
512	x86_64	364891.8427074932
1024	x86_64	721469.7492284586
2048	x86_64	1437445.297744687
4096	x86_64	2873430.3032848164
8192	x86_64	5794777.132228954
16384	x86_64	11576571.549994698
32768	x86_64	23141371.499999274
65536	x86_64	46239486.53340146
131072	x86_64	92504743.00006317
262144	x86_64	185505662.7491649
524288	x86_64	373620309.50134796
1048576	x86_64	744212607.0018276
32	riscv64	31384.90635575719
64	riscv64	54640.41855569883
128	riscv64	97996.1180918281
256	riscv64	193235.3669249867
512	riscv64	370752.9973514854
1024	riscv64	745646.5835100911
2048	riscv64	1487716.929935786
4096	riscv64	2965774.317799206
8192	riscv64	5972994.939650656
16384	riscv64	11925729.254240435
32768	riscv64	23798514.86204706
65536	riscv64	46970815.26658925
131072	riscv64	95401177.42861703
262144	riscv64	190800866.49955773
524288	riscv64	363627517.00107765
1048576	riscv64	721610680.0005946
