n	series	time
32	x86_64	39266.35456905618
64	x86_64	69900.40803520507
128	x86_64	130740.23789995252
256	x86_64	253069.49095526373
512	x86_64	497707.0839257476
1024	x86_64	986833.3718336095
2048	x86_64	1968276.0812378528
4096	x86_64	3931368.589874591
8192	x86_64	7855746.089855243
16384	x86_64	15704618.111097563
32768	x86_64	31437777.181715563
65536	x86_64	62925732.090992495
131072	x86_64	125515170.00004727
262144	x86_64	251544446.6674429
524288	x86_64	504960370.9994699
1048576	x86_64	1014602563.9987783
32	riscv64	43379.05564161318
64	riscv64	76324.30845722575
128	riscv64	138664.11681856576
256	riscv64	269355.4086895492
512	riscv64	518773.1869432827
1024	riscv64	1019644.8323603583
2048	riscv64	2019151.1820816377
4096	riscv64	4015018.7356295814
8192	riscv64	8008897.494253417
16384	riscv64	15986931.113647271
32768	riscv64	31917778.909039702
65536	riscv64	63969159.81829145
131072	riscv64	128063074.00023797
262144	riscv64	256060048.99964318
524288	riscv64	518020506.99916434
1048576	riscv64	1040072468.0002896
