n	series	time
32	x86_64	32379.58149320788
64	x86_64	57406.45437417111
128	x86_64	107271.81147687175
256	x86_64	207359.50326713797
512	x86_64	406470.8446389557
1024	x86_64	805789.7551737567
2048	x86_64	1603770.1784844352
4096	x86_64	3200482.589045973
8192	x86_64	6396289.545459282
16384	x86_64	12776264.472764028
32768	x86_64	25550981.25918044
65536	x86_64	51059563.57147079
131072	x86_64	102183773.85691772
262144	x86_64	204376996.99929604
524288	x86_64	411134795.5004021
1048576	x86_64	823973010.9999073
32	riscv64	34145.001170204385
64	riscv64	59867.8661819379
128	riscv64	107911.55095721074
256	riscv64	208736.91467761897
512	riscv64	401164.2040104744
1024	riscv64	808633.5292155332
2048	riscv64	1659118.1205680547
4096	riscv64	3301118.3820733246
8192	riscv64	6574750.14153499
16384	riscv64	13125321.000017103
32768	riscv64	26209650.25926125
65536	riscv64	52436878.61534104
131072	riscv64	104531954.85700105
262144	riscv64	209138625.33294985
524288	riscv64	423885627.99897045
1048576	riscv64	855264359.0010121
