n	series	time
32	x86_64	3254.5153453376643
64	x86_64	5696.580709531108
128	x86_64	10422.978270561996
256	x86_64	20343.064361516383
512	x86_64	39084.405103632576
1024	x86_64	76562.53527287356
2048	x86_64	151690.6894239468
4096	x86_64	301732.87500004115
8192	x86_64	602295.8605860653
16384	x86_64	1341346.3180085311
32768	x86_64	2679337.4827704113
65536	x86_64	5358077.307671639
131072	x86_64	10792099.061542941
262144	x86_64	21581050.21874235
524288	x86_64	43754640.43732791
1048576	x86_64	88291122.1251561
32	riscv64	4270.485073296719
64	riscv64	6628.976745125451
128	riscv64	10896.38237337167
256	riscv64	19948.917341853194
512	riscv64	37047.08577135933
1024	riscv64	70909.02478303229
2048	riscv64	138949.25020024474
4096	riscv64	282614.35152304295
8192	riscv64	629552.0909512826
16384	riscv64	1250329.1879381451
32768	riscv64	2487703.418055325
65536	riscv64	4957352.969663363
131072	riscv64	9925954.682486398
262144	riscv64	19994653.974260602
524288	riscv64	40594479.61695054
1048576	riscv64	81764072.17979431
