n	series	time
32	x86_64	5081.128050479179
64	x86_64	9288.505521212031
128	x86_64	17516.471909583022
256	x86_64	34343.628047268765
512	x86_64	66875.27560178503
1024	x86_64	131986.1949110019
2048	x86_64	262347.85425254935
4096	x86_64	522928.4040332479
8192	x86_64	1045735.6158456547
16384	x86_64	2094585.5568913
32768	x86_64	4181836.550900382
65536	x86_64	8344438.428572348
131072	x86_64	16681633.547618514
262144	x86_64	35075538.28569057
524288	x86_64	68226654.30008784
1048576	x86_64	146420624.4003435
32	riscv64	6061.2394898163675
64	riscv64	9810.526831530375
128	riscv64	16861.461116596416
256	riscv64	31621.44839419106
512	riscv64	59922.502213653774
1024	riscv64	116224.39019317729
2048	riscv64	228888.4586758084
4096	riscv64	453749.030577387
8192	riscv64	905740.1531263897
16384	riscv64	1814633.4534482018
32768	riscv64	3634859.2432051743
65536	riscv64	7228040.20360573
131072	riscv64	14433215.061823526
262144	riscv64	28974900.643030804
524288	riscv64	57862500.34968058
1048576	riscv64	127540469.1696167
