n	series	time
32	x86_64	4446.133024514666
64	x86_64	8035.680986061403
128	x86_64	14974.46956281207
256	x86_64	28926.77188309555
512	x86_64	55679.28488446555
1024	x86_64	109582.35754569717
2048	x86_64	217520.69919194153
4096	x86_64	433135.64975226717
8192	x86_64	865403.5197993142
16384	x86_64	1731688.8886150739
32768	x86_64	3458841.2722814158
65536	x86_64	6925360.504958529
131072	x86_64	13832759.000069927
262144	x86_64	27705041.320004962
524288	x86_64	55919941.461559996
1048576	x86_64	121661118.33357717
32	riscv64	6021.557909159868
64	riscv64	9670.230581923477
128	riscv64	16464.613369987957
256	riscv64	30762.512361228153
512	riscv64	58226.28860486329
1024	riscv64	112683.76152296572
2048	riscv64	221776.6600063221
4096	riscv64	440320.77693459974
8192	riscv64	878262.6393444855
16384	riscv64	1757484.584597487
32768	riscv64	3521703.595492109
65536	riscv64	7024650.573730469
131072	riscv64	14030508.995056152
262144	riscv64	27975769.04296875
524288	riscv64	55620413.56013371
1048576	riscv64	123008926.709493
