n	series	time
32	GCC	4210.708181855227
64	GCC	7831.620908030413
128	GCC	14714.64710588067
256	GCC	29030.89487208617
512	GCC	56659.32168264963
1024	GCC	111771.68880742117
2048	GCC	221983.8163062857
4096	GCC	442253.84659062047
8192	GCC	882824.6343033762
16384	GCC	1765532.4747484159
32768	GCC	3528210.368673135
65536	GCC	7043975.94951172
131072	GCC	14087751.359984396
262144	GCC	28251954.95999651
524288	GCC	56959726.92326625
1048576	GCC	123787357.5003808
32	Clang	4422.856617688377
64	Clang	8002.265572475911
128	Clang	14840.72495921253
256	Clang	29113.157319190756
512	Clang	56561.64727288985
1024	Clang	111469.60888239631
2048	Clang	221559.40284818236
4096	Clang	440661.5242281909
8192	Clang	879947.2402557203
16384	Clang	1760261.9622225265
32768	Clang	3517656.8442273205
65536	Clang	7027750.888877874
131072	Clang	14051663.299978826
262144	Clang	28152639.479958452
524288	Clang	56750508.23097431
1048576	Clang	123329608.83334939
