n	series	time
32	GCC	4443.44811167713
64	GCC	8298.200846354812
128	GCC	15550.759760881641
256	GCC	30629.76970521619
512	GCC	59708.05377514613
1024	GCC	117742.61284870001
2048	GCC	233772.4629001667
4096	GCC	465706.29027787445
8192	GCC	930073.5731416197
16384	GCC	1861066.5053161706
32768	GCC	3718043.930851483
65536	GCC	7443773.44682939
131072	GCC	14879364.148927901
262144	GCC	29825311.956538707
524288	GCC	60093396.16654567
1048576	GCC	130171898.79974468
32	Clang	4498.586199150144
64	Clang	8163.129745632395
128	Clang	15165.622972473691
256	Clang	29711.146741788933
512	Clang	57748.24779401287
1024	Clang	113882.80455669918
2048	Clang	226132.55085491738
4096	Clang	450125.85337571736
8192	Clang	899008.2969129428
16384	Clang	1798211.2699276425
32768	Clang	3587334.738459993
65536	Clang	7078685.717164207
131072	Clang	14164198.102068385
262144	Clang	28398227.12005116
524288	Clang	57771927.58311382
1048576	Clang	126036531.66661388
