n	series	time
32	x86_64	4210.708181855227
64	x86_64	7831.620908030413
128	x86_64	14714.64710588067
256	x86_64	29030.89487208617
512	x86_64	56659.32168264963
1024	x86_64	111771.68880742117
2048	x86_64	221983.8163062857
4096	x86_64	442253.84659062047
8192	x86_64	882824.6343033762
16384	x86_64	1765532.4747484159
32768	x86_64	3528210.368673135
65536	x86_64	7043975.94951172
131072	x86_64	14087751.359984396
262144	x86_64	28251954.95999651
524288	x86_64	56959726.92326625
1048576	x86_64	123787357.5003808
32	riscv64	10070.940756781993
64	riscv64	17807.480336024357
128	riscv64	32816.34044138757
256	riscv64	63637.55053226725
512	riscv64	123879.19757392611
1024	riscv64	244311.9184317007
2048	riscv64	483111.4442290732
4096	riscv64	961184.9935707396
8192	riscv64	1921865.3848726456
16384	riscv64	3851878.774035108
32768	riscv64	7668476.838331956
65536	riscv64	15314812.245576277
131072	riscv64	30650729.718415633
262144	riscv64	61187375.6755482
524288	riscv64	122433861.09670003
1048576	riscv64	257016181.94580078
