n	series	time
32	x86_64	4431.4659410126105
64	x86_64	8044.021529435902
128	x86_64	14921.17753488738
256	x86_64	29231.857763642518
512	x86_64	56790.98791149695
1024	x86_64	111861.3659904458
2048	x86_64	221759.03581626154
4096	x86_64	441621.6561516228
8192	x86_64	882479.1878970953
16384	x86_64	1765315.4130998391
32768	x86_64	3527718.494940082
65536	x86_64	7059007.676772778
131072	x86_64	14114756.795903787
262144	x86_64	28286787.960096262
524288	x86_64	56967420.66659984
1048576	x86_64	123830330.50051987
32	riscv64	10654.129688037046
64	riscv64	18992.52424260314
128	riscv64	35271.453876637555
256	riscv64	68783.93549897142
512	riscv64	133424.65477428216
1024	riscv64	264459.1661142681
2048	riscv64	525373.2383430183
4096	riscv64	1047573.0467699245
8192	riscv64	2080400.0752312797
16384	riscv64	4167957.418769069
32768	riscv64	8339941.501617432
65536	riscv64	16653475.307282947
131072	riscv64	33315000.07992699
262144	riscv64	66633527.92913263
524288	riscv64	133292293.54858398
1048576	riscv64	278506517.4102783
