n	series	time
32	x86_64	4443.44811167713
64	x86_64	8298.200846354812
128	x86_64	15550.759760881641
256	x86_64	30629.76970521619
512	x86_64	59708.05377514613
1024	x86_64	117742.61284870001
2048	x86_64	233772.4629001667
4096	x86_64	465706.29027787445
8192	x86_64	930073.5731416197
16384	x86_64	1861066.5053161706
32768	x86_64	3718043.930851483
65536	x86_64	7443773.44682939
131072	x86_64	14879364.148927901
262144	x86_64	29825311.956538707
524288	x86_64	60093396.16654567
1048576	x86_64	130171898.79974468
32	riscv64	11670.542667054808
64	riscv64	20978.774447470292
128	riscv64	39076.04780710193
256	riscv64	76073.2948100159
512	riscv64	148565.25959859366
1024	riscv64	294297.2590917314
2048	riscv64	583151.8931368904
4096	riscv64	1163057.7969670098
8192	riscv64	2330388.7376753595
16384	riscv64	4643615.507921636
32768	riscv64	9289735.158284506
65536	riscv64	18567750.32846551
131072	riscv64	37035640.91732627
262144	riscv64	76040532.85386828
524288	riscv64	148127269.74487305
1048576	riscv64	307885766.0293579
