n	series	time
32	x86_64	3381.409926980167
64	x86_64	6098.3443317067195
128	x86_64	11140.628441395938
256	x86_64	21779.484965303327
512	x86_64	41986.55209647543
1024	x86_64	82369.4984706783
2048	x86_64	163053.72077317315
4096	x86_64	324421.5041698321
8192	x86_64	647864.0148269967
16384	x86_64	1306591.5167887276
32768	x86_64	2592854.981479899
65536	x86_64	5182656.1790873185
131072	x86_64	10368382.014918884
262144	x86_64	21214889.699937582
524288	x86_64	42502856.93751721
1048576	x86_64	95094356.57154037
32	riscv64	8954.880887650144
64	riscv64	15665.875397242486
128	riscv64	28677.698164412384
256	riscv64	55438.354239546534
512	riscv64	107135.10976197654
1024	riscv64	211083.00517739265
2048	riscv64	417509.3636583926
4096	riscv64	831854.8962278967
8192	riscv64	1661409.6989563857
16384	riscv64	3317465.714368775
32768	riscv64	6622449.407037699
65536	riscv64	13246023.430014556
131072	riscv64	26542370.13596755
262144	riscv64	53050499.69599797
524288	riscv64	109218972.06987654
1048576	riscv64	223953326.5431722
